"","Year","Month","Day","hour","Sentiment","Count","Percentage"
"2607",2020,3,5,5,"positive",187,0.0441662730278696
"2608",2020,3,5,6,"negative",2608,0.846753246753247
"2609",2020,3,5,6,"neutral",304,0.0987012987012987
"2610",2020,3,5,6,"positive",168,0.0545454545454545
"2611",2020,3,5,7,"negative",3490,0.834329428639732
"2612",2020,3,5,7,"neutral",479,0.114511116423619
"2613",2020,3,5,7,"positive",214,0.0511594549366483
"2614",2020,3,5,8,"negative",2962,0.836014676827547
"2615",2020,3,5,8,"neutral",359,0.101326559412927
"2616",2020,3,5,8,"positive",222,0.0626587637595258
"2617",2020,3,5,9,"negative",4330,0.828074201568177
"2618",2020,3,5,9,"neutral",543,0.103843947217441
"2619",2020,3,5,9,"positive",356,0.0680818512143813
"2620",2020,3,5,10,"negative",4524,0.846873830026207
"2621",2020,3,5,10,"neutral",490,0.0917259453388244
"2622",2020,3,5,10,"positive",328,0.0614002246349682
"2623",2020,3,5,11,"negative",5713,0.849264159357812
"2624",2020,3,5,11,"neutral",631,0.0938011000445964
"2625",2020,3,5,11,"positive",383,0.0569347405975918
"2626",2020,3,5,12,"negative",3856,0.85121412803532
"2627",2020,3,5,12,"neutral",432,0.095364238410596
"2628",2020,3,5,12,"positive",242,0.0534216335540839
"2629",2020,3,5,13,"negative",5168,0.851119894598156
"2630",2020,3,5,13,"neutral",655,0.107872200263505
"2631",2020,3,5,13,"positive",249,0.0410079051383399
"2632",2020,3,5,14,"negative",4683,0.842569269521411
"2633",2020,3,5,14,"neutral",583,0.104893846707449
"2634",2020,3,5,14,"positive",292,0.0525368837711407
"2635",2020,3,5,15,"negative",3866,0.852668725187472
"2636",2020,3,5,15,"neutral",435,0.095941773268637
"2637",2020,3,5,15,"positive",233,0.0513895015438906
"2638",2020,3,5,16,"negative",4791,0.838466923346167
"2639",2020,3,5,16,"neutral",586,0.102555127756388
"2640",2020,3,5,16,"positive",337,0.0589779488974449
"2641",2020,3,5,17,"negative",3587,0.851816670624555
"2642",2020,3,5,17,"neutral",431,0.10235098551413
"2643",2020,3,5,17,"positive",193,0.0458323438613156
"2644",2020,3,5,18,"negative",5139,0.836970684039088
"2645",2020,3,5,18,"neutral",651,0.106026058631922
"2646",2020,3,5,18,"positive",350,0.0570032573289902
"2647",2020,3,5,19,"negative",4353,0.835188027628549
"2648",2020,3,5,19,"neutral",608,0.116653875671527
"2649",2020,3,5,19,"positive",251,0.0481580966999233
"2650",2020,3,5,20,"negative",4061,0.852434928631402
"2651",2020,3,5,20,"neutral",505,0.10600335852225
"2652",2020,3,5,20,"positive",198,0.0415617128463476
"2653",2020,3,5,21,"negative",5163,0.854376965083568
"2654",2020,3,5,21,"neutral",612,0.101274201555519
"2655",2020,3,5,21,"positive",268,0.0443488333609135
"2656",2020,3,5,22,"negative",4063,0.853392144507456
"2657",2020,3,5,22,"neutral",484,0.101659315269901
"2658",2020,3,5,22,"positive",214,0.0449485402226423
"2659",2020,3,5,23,"negative",5552,0.866281791231081
"2660",2020,3,5,23,"neutral",583,0.0909658293025433
"2661",2020,3,5,23,"positive",274,0.0427523794663754
"2662",2020,3,6,0,"negative",4183,0.873277661795407
"2663",2020,3,6,0,"neutral",436,0.0910229645093946
"2664",2020,3,6,0,"positive",171,0.0356993736951983
"2665",2020,3,6,1,"negative",5195,0.879911924119241
"2666",2020,3,6,1,"neutral",517,0.0875677506775068
"2667",2020,3,6,1,"positive",192,0.032520325203252
"2668",2020,3,6,2,"negative",5387,0.886603028308097
"2669",2020,3,6,2,"neutral",498,0.0819618169848585
"2670",2020,3,6,2,"positive",191,0.0314351547070441
"2671",2020,3,6,3,"negative",3598,0.886643666830951
"2672",2020,3,6,3,"neutral",322,0.0793494332183342
"2673",2020,3,6,3,"positive",138,0.0340068999507146
"2674",2020,3,6,4,"negative",3972,0.872200263504611
"2675",2020,3,6,4,"neutral",381,0.0836627140974967
"2676",2020,3,6,4,"positive",201,0.044137022397892
"2677",2020,3,6,5,"negative",2012,0.855806039982986
"2678",2020,3,6,5,"neutral",219,0.0931518502764781
"2679",2020,3,6,5,"positive",120,0.0510421097405359
"2680",2020,3,6,6,"negative",2722,0.847447073474471
"2681",2020,3,6,6,"neutral",312,0.0971357409713574
"2682",2020,3,6,6,"positive",178,0.0554171855541719
"2683",2020,3,6,7,"negative",2140,0.794357832219748
"2684",2020,3,6,7,"neutral",298,0.110616184112843
"2685",2020,3,6,7,"positive",256,0.0950259836674091
"2686",2020,3,6,8,"negative",3062,0.792238033635188
"2687",2020,3,6,8,"neutral",451,0.116688227684347
"2688",2020,3,6,8,"positive",352,0.0910737386804657
"2689",2020,3,6,9,"negative",2861,0.803651685393258
"2690",2020,3,6,9,"neutral",418,0.117415730337079
"2691",2020,3,6,9,"positive",281,0.0789325842696629
"2692",2020,3,6,10,"negative",4513,0.822489520685256
"2693",2020,3,6,10,"neutral",560,0.102059413158374
"2694",2020,3,6,10,"positive",414,0.0754510661563696
"2695",2020,3,6,11,"negative",3622,0.837263060564031
"2696",2020,3,6,11,"neutral",404,0.0933888118354138
"2697",2020,3,6,11,"positive",300,0.0693481276005548
"2698",2020,3,6,12,"negative",5650,0.832106038291605
"2699",2020,3,6,12,"neutral",779,0.114727540500736
"2700",2020,3,6,12,"positive",361,0.0531664212076583
"2701",2020,3,6,13,"negative",5379,0.849494630448515
"2702",2020,3,6,13,"neutral",656,0.103600758054327
"2703",2020,3,6,13,"positive",297,0.0469046114971573
"2704",2020,3,6,14,"negative",5320,0.848484848484849
"2705",2020,3,6,14,"neutral",691,0.110207336523126
"2706",2020,3,6,14,"positive",259,0.0413078149920255
"2707",2020,3,6,15,"negative",5063,0.855236486486487
"2708",2020,3,6,15,"neutral",626,0.105743243243243
"2709",2020,3,6,15,"positive",231,0.0390202702702703
"2710",2020,3,6,16,"negative",3882,0.858090185676393
"2711",2020,3,6,16,"neutral",416,0.0919540229885057
"2712",2020,3,6,16,"positive",226,0.0499557913351017
"2713",2020,3,6,17,"negative",5296,0.811398804963996
"2714",2020,3,6,17,"neutral",639,0.0979010265052857
"2715",2020,3,6,17,"positive",592,0.0907001685307186
"2716",2020,3,6,18,"negative",5407,0.807617625093353
"2717",2020,3,6,18,"neutral",644,0.0961911874533234
"2718",2020,3,6,18,"positive",644,0.0961911874533234
"2719",2020,3,6,19,"negative",4266,0.804905660377358
"2720",2020,3,6,19,"neutral",525,0.0990566037735849
"2721",2020,3,6,19,"positive",509,0.0960377358490566
"2722",2020,3,6,20,"negative",11071,0.844276672004881
"2723",2020,3,6,20,"neutral",1289,0.0982993975444216
"2724",2020,3,6,20,"positive",753,0.0574239304506978
"2725",2020,3,6,21,"negative",7167,0.844965809950483
"2726",2020,3,6,21,"neutral",819,0.0965574157038434
"2727",2020,3,6,21,"positive",496,0.0584767743456732
"2728",2020,3,6,22,"negative",7926,0.844899264470739
"2729",2020,3,6,22,"neutral",862,0.0918878584372668
"2730",2020,3,6,22,"positive",593,0.0632128770919945
"2731",2020,3,6,23,"negative",5195,0.839663811217068
"2732",2020,3,6,23,"neutral",598,0.0966542750929368
"2733",2020,3,6,23,"positive",394,0.0636819136899952
"2734",2020,3,7,0,"negative",6712,0.845340050377834
"2735",2020,3,7,0,"neutral",719,0.0905541561712846
"2736",2020,3,7,0,"positive",509,0.0641057934508816
"2737",2020,3,7,1,"negative",6984,0.850877192982456
"2738",2020,3,7,1,"neutral",743,0.0905214424951267
"2739",2020,3,7,1,"positive",481,0.0586013645224172
"2740",2020,3,7,2,"negative",4521,0.854954614220877
"2741",2020,3,7,2,"neutral",456,0.086232980332829
"2742",2020,3,7,2,"positive",311,0.0588124054462935
"2743",2020,3,7,3,"negative",5533,0.851754926108374
"2744",2020,3,7,3,"neutral",602,0.0926724137931035
"2745",2020,3,7,3,"positive",361,0.0555726600985222
"2746",2020,3,7,4,"negative",3643,0.853561387066542
"2747",2020,3,7,4,"neutral",377,0.088331771321462
"2748",2020,3,7,4,"positive",248,0.0581068416119963
"2749",2020,3,7,5,"negative",3247,0.834061135371179
"2750",2020,3,7,5,"neutral",350,0.0899049576162343
"2751",2020,3,7,5,"positive",296,0.0760339070125867
"2752",2020,3,7,6,"negative",1796,0.820465966194609
"2753",2020,3,7,6,"neutral",240,0.109639104613979
"2754",2020,3,7,6,"positive",153,0.0698949291914116
"2755",2020,3,7,7,"negative",2245,0.825974981604121
"2756",2020,3,7,7,"neutral",279,0.102649006622517
"2757",2020,3,7,7,"positive",194,0.0713760117733628
"2758",2020,3,7,8,"negative",3141,0.831172267795713
"2759",2020,3,7,8,"neutral",366,0.0968510187880392
"2760",2020,3,7,8,"positive",272,0.0719767134162477
"2761",2020,3,7,9,"negative",2971,0.853000287108814
"2762",2020,3,7,9,"neutral",286,0.0821131208728108
"2763",2020,3,7,9,"positive",226,0.064886592018375
"2764",2020,3,7,10,"negative",4201,0.866364198803877
"2765",2020,3,7,10,"neutral",374,0.0771293050113425
"2766",2020,3,7,10,"positive",274,0.0565064961847804
"2767",2020,3,7,11,"negative",6179,0.872370464492447
"2768",2020,3,7,11,"neutral",544,0.0768036142877312
"2769",2020,3,7,11,"positive",360,0.0508259212198221
"2770",2020,3,7,12,"negative",4577,0.875813241484883
"2771",2020,3,7,12,"neutral",359,0.0686949866054344
"2772",2020,3,7,12,"positive",290,0.0554917719096824
"2773",2020,3,7,13,"negative",6349,0.851757445666756
"2774",2020,3,7,13,"neutral",669,0.0897504695465522
"2775",2020,3,7,13,"positive",436,0.0584920847866917
"2776",2020,3,7,14,"negative",6492,0.850183342063908
"2777",2020,3,7,14,"neutral",664,0.0869565217391304
"2778",2020,3,7,14,"positive",480,0.0628601361969618
"2779",2020,3,7,15,"negative",4364,0.853010164190774
"2780",2020,3,7,15,"neutral",455,0.0889366692728694
"2781",2020,3,7,15,"positive",297,0.0580531665363565
"2782",2020,3,7,16,"negative",5546,0.837764350453172
"2783",2020,3,7,16,"neutral",661,0.0998489425981873
"2784",2020,3,7,16,"positive",413,0.0623867069486405
"2785",2020,3,7,17,"negative",6106,0.85041782729805
"2786",2020,3,7,17,"neutral",647,0.0901114206128134
"2787",2020,3,7,17,"positive",427,0.0594707520891365
"2788",2020,3,7,18,"negative",5625,0.84068151247945
"2789",2020,3,7,18,"neutral",706,0.105514870721865
"2790",2020,3,7,18,"positive",360,0.0538036167986848
"2791",2020,3,7,19,"negative",6983,0.837290167865707
"2792",2020,3,7,19,"neutral",902,0.108153477218225
"2793",2020,3,7,19,"positive",455,0.0545563549160671
"2794",2020,3,7,20,"negative",5462,0.845641740207462
"2795",2020,3,7,20,"neutral",675,0.104505341384115
"2796",2020,3,7,20,"positive",322,0.0498529184084224
"2797",2020,3,7,21,"negative",7348,0.832728921124207
"2798",2020,3,7,21,"neutral",1052,0.119220308250227
"2799",2020,3,7,21,"positive",424,0.0480507706255666
"2800",2020,3,7,22,"negative",7579,0.856287425149701
"2801",2020,3,7,22,"neutral",851,0.0961473279855384
"2802",2020,3,7,22,"positive",421,0.047565246864761
"2803",2020,3,7,23,"negative",7162,0.851706504935189
"2804",2020,3,7,23,"neutral",864,0.102747056724938
"2805",2020,3,7,23,"positive",383,0.0455464383398739
"2806",2020,3,8,0,"negative",7858,0.858891682151055
"2807",2020,3,8,0,"neutral",913,0.0997923270302765
"2808",2020,3,8,0,"positive",378,0.0413159908186687
"2809",2020,3,8,1,"negative",5106,0.836637719154514
"2810",2020,3,8,1,"neutral",720,0.117974766508275
"2811",2020,3,8,1,"positive",277,0.0453875143372112
"2812",2020,3,8,2,"negative",6568,0.83786197219033
"2813",2020,3,8,2,"neutral",929,0.118510014032402
"2814",2020,3,8,2,"positive",342,0.0436280137772675
"2815",2020,3,8,3,"negative",4612,0.825044722719141
"2816",2020,3,8,3,"neutral",731,0.130769230769231
"2817",2020,3,8,3,"positive",247,0.0441860465116279
"2818",2020,3,8,4,"negative",3763,0.830867741223228
"2819",2020,3,8,4,"neutral",580,0.128063590196511
"2820",2020,3,8,4,"positive",186,0.0410686685802605
"2821",2020,3,8,5,"negative",3512,0.816364481636448
"2822",2020,3,8,5,"neutral",583,0.135518363551836
"2823",2020,3,8,5,"positive",207,0.0481171548117155
"2824",2020,3,8,6,"negative",2353,0.813061506565308
"2825",2020,3,8,6,"neutral",413,0.142709053213545
"2826",2020,3,8,6,"positive",128,0.0442294402211472
"2827",2020,3,8,7,"negative",2913,0.83634797588286
"2828",2020,3,8,7,"neutral",413,0.118575940281367
"2829",2020,3,8,7,"positive",157,0.0450760838357738
"2830",2020,3,8,8,"negative",4196,0.842570281124498
"2831",2020,3,8,8,"neutral",531,0.106626506024096
"2832",2020,3,8,8,"positive",253,0.0508032128514056
"2833",2020,3,8,9,"negative",3085,0.855755894590846
"2834",2020,3,8,9,"neutral",339,0.0940360610263523
"2835",2020,3,8,9,"positive",181,0.0502080443828017
"2836",2020,3,8,10,"negative",4787,0.832811412665275
"2837",2020,3,8,10,"neutral",660,0.11482254697286
"2838",2020,3,8,10,"positive",301,0.052366040361865
"2839",2020,3,8,11,"negative",4923,0.834548228513307
"2840",2020,3,8,11,"neutral",584,0.0989998304797423
"2841",2020,3,8,11,"positive",392,0.0664519410069503
"2842",2020,3,8,12,"negative",5112,0.842174629324547
"2843",2020,3,8,12,"neutral",614,0.101153212520593
"2844",2020,3,8,12,"positive",344,0.05667215815486
"2845",2020,3,8,13,"negative",5780,0.838410211778358
"2846",2020,3,8,13,"neutral",731,0.106034232666086
"2847",2020,3,8,13,"positive",383,0.0555555555555556
"2848",2020,3,8,14,"negative",4177,0.83207171314741
"2849",2020,3,8,14,"neutral",625,0.124501992031873
"2850",2020,3,8,14,"positive",218,0.0434262948207171
"2851",2020,3,8,15,"negative",5457,0.827821601941748
"2852",2020,3,8,15,"neutral",735,0.111498786407767
"2853",2020,3,8,15,"positive",400,0.0606796116504854
"2854",2020,3,8,16,"negative",3808,0.831078131820166
"2855",2020,3,8,16,"neutral",529,0.115451767786993
"2856",2020,3,8,16,"positive",245,0.0534701003928416
"2857",2020,3,8,17,"negative",5626,0.829793510324484
"2858",2020,3,8,17,"neutral",800,0.117994100294985
"2859",2020,3,8,17,"positive",354,0.052212389380531
"2860",2020,3,8,18,"negative",3875,0.826578498293515
"2861",2020,3,8,18,"neutral",543,0.115827645051195
"2862",2020,3,8,18,"positive",270,0.0575938566552901
"2863",2020,3,8,19,"negative",5716,0.833722287047841
"2864",2020,3,8,19,"neutral",809,0.117998833138856
"2865",2020,3,8,19,"positive",331,0.0482788798133022
"2866",2020,3,8,20,"negative",4314,0.816272469252602
"2867",2020,3,8,20,"neutral",709,0.134153263954588
"2868",2020,3,8,20,"positive",262,0.0495742667928098
"2869",2020,3,8,21,"negative",6286,0.812249644656932
"2870",2020,3,8,21,"neutral",1089,0.140715854761597
"2871",2020,3,8,21,"positive",364,0.0470345005814705
"2872",2020,3,8,22,"negative",5285,0.82578125
"2873",2020,3,8,22,"neutral",797,0.12453125
"2874",2020,3,8,22,"positive",318,0.0496875
"2875",2020,3,8,23,"negative",5168,0.831402831402831
"2876",2020,3,8,23,"neutral",787,0.126608751608752
"2877",2020,3,8,23,"positive",261,0.041988416988417
"2878",2020,3,9,0,"negative",5600,0.840840840840841
"2879",2020,3,9,0,"neutral",807,0.121171171171171
"2880",2020,3,9,0,"positive",253,0.037987987987988
"2881",2020,3,9,1,"negative",4047,0.849853002939941
"2882",2020,3,9,1,"neutral",515,0.108147837043259
"2883",2020,3,9,1,"positive",200,0.0419991600167997
"2884",2020,3,9,2,"negative",4605,0.81663415499202
"2885",2020,3,9,2,"neutral",753,0.133534314594786
"2886",2020,3,9,2,"positive",281,0.0498315304131938
"2887",2020,3,9,3,"negative",3852,0.841048034934498
"2888",2020,3,9,3,"neutral",520,0.11353711790393
"2889",2020,3,9,3,"positive",208,0.0454148471615721
"2890",2020,3,9,4,"negative",2440,0.835902706406303
"2891",2020,3,9,4,"neutral",348,0.119218910585817
"2892",2020,3,9,4,"positive",131,0.0448783830078794
"2893",2020,3,9,5,"negative",2695,0.82542113323124
"2894",2020,3,9,5,"neutral",428,0.131087289433384
"2895",2020,3,9,5,"positive",142,0.0434915773353752
"2896",2020,3,9,6,"negative",2400,0.837988826815642
"2897",2020,3,9,6,"neutral",322,0.112430167597765
"2898",2020,3,9,6,"positive",142,0.0495810055865922
"2899",2020,3,9,7,"negative",2596,0.842310188189487
"2900",2020,3,9,7,"neutral",312,0.101232965606749
"2901",2020,3,9,7,"positive",174,0.0564568462037638
"2902",2020,3,9,8,"negative",3474,0.836906769453144
"2903",2020,3,9,8,"neutral",440,0.105998554565165
"2904",2020,3,9,8,"positive",237,0.0570946759816912
"2905",2020,3,9,9,"negative",2772,0.814096916299559
"2906",2020,3,9,9,"neutral",345,0.101321585903084
"2907",2020,3,9,9,"positive",288,0.0845814977973568
"2908",2020,3,9,10,"negative",4376,0.777126620493696
"2909",2020,3,9,10,"neutral",648,0.115077250932339
"2910",2020,3,9,10,"positive",607,0.107796128573966
"2911",2020,3,9,11,"negative",4103,0.807200472162109
"2912",2020,3,9,11,"neutral",457,0.0899075349203226
"2913",2020,3,9,11,"positive",523,0.102891992917568
"2914",2020,3,9,12,"negative",6356,0.821931979826717
"2915",2020,3,9,12,"neutral",765,0.0989266778740463
"2916",2020,3,9,12,"positive",612,0.079141342299237
"2917",2020,3,9,13,"negative",5640,0.831735732192892
"2918",2020,3,9,13,"neutral",702,0.103524553900605
"2919",2020,3,9,13,"positive",439,0.0647397139065035
"2920",2020,3,9,14,"negative",4720,0.830109039746746
"2921",2020,3,9,14,"neutral",592,0.10411537108688
"2922",2020,3,9,14,"positive",374,0.0657755891663735
"2923",2020,3,9,15,"negative",5315,0.823265179677819
"2924",2020,3,9,15,"neutral",679,0.105173482032218
"2925",2020,3,9,15,"positive",462,0.0715613382899628
"2926",2020,3,9,16,"negative",3831,0.825290822921155
"2927",2020,3,9,16,"neutral",511,0.110081861266695
"2928",2020,3,9,16,"positive",300,0.0646273158121499
"2929",2020,3,9,17,"negative",6399,0.828135110650964
"2930",2020,3,9,17,"neutral",892,0.115439368448298
"2931",2020,3,9,17,"positive",436,0.0564255209007377
"2932",2020,3,9,18,"negative",5868,0.782191415622501
"2933",2020,3,9,18,"neutral",874,0.116502266062383
"2934",2020,3,9,18,"positive",760,0.101306318315116
"2935",2020,3,9,19,"negative",5276,0.752531735843674
"2936",2020,3,9,19,"neutral",733,0.10454999286835
"2937",2020,3,9,19,"positive",1002,0.142918271287976
"2938",2020,3,9,20,"negative",8230,0.799417192812045
"2939",2020,3,9,20,"neutral",1061,0.103059737736765
"2940",2020,3,9,20,"positive",1004,0.0975230694511899
"2941",2020,3,9,21,"negative",6489,0.799137931034483
"2942",2020,3,9,21,"neutral",893,0.109975369458128
"2943",2020,3,9,21,"positive",738,0.0908866995073892
"2944",2020,3,9,22,"negative",8587,0.819761336515513
"2945",2020,3,9,22,"neutral",1100,0.105011933174224
"2946",2020,3,9,22,"positive",788,0.0752267303102625
"2947",2020,3,9,23,"negative",6255,0.825851597570636
"2948",2020,3,9,23,"neutral",776,0.102455769738579
"2949",2020,3,9,23,"positive",543,0.0716926326907843
"2950",2020,3,10,0,"negative",5683,0.825537478210343
"2951",2020,3,10,0,"neutral",695,0.100958744915747
"2952",2020,3,10,0,"positive",506,0.0735037768739105
"2953",2020,3,10,1,"negative",6342,0.835793357933579
"2954",2020,3,10,1,"neutral",776,0.102266736953084
"2955",2020,3,10,1,"positive",470,0.0619399051133369
"2956",2020,3,10,2,"negative",4924,0.849258364953432
"2957",2020,3,10,2,"neutral",587,0.101241807519834
"2958",2020,3,10,2,"positive",287,0.0494998275267334
"2959",2020,3,10,3,"negative",5359,0.844335906727588
"2960",2020,3,10,3,"neutral",640,0.100835040176461
"2961",2020,3,10,3,"positive",348,0.0548290530959508
"2962",2020,3,10,4,"negative",4234,0.832645034414946
"2963",2020,3,10,4,"neutral",559,0.109931170108161
"2964",2020,3,10,4,"positive",292,0.0574237954768928
"2965",2020,3,10,5,"negative",2580,0.832258064516129
"2966",2020,3,10,5,"neutral",319,0.102903225806452
"2967",2020,3,10,5,"positive",201,0.0648387096774194
"2968",2020,3,10,6,"negative",4624,0.837832940750136
"2969",2020,3,10,6,"neutral",553,0.100199311469469
"2970",2020,3,10,6,"positive",342,0.061967747780395
"2971",2020,3,10,7,"negative",6040,0.825587752870421
"2972",2020,3,10,7,"neutral",828,0.113176599234554
"2973",2020,3,10,7,"positive",448,0.0612356478950246
"2974",2020,3,10,8,"negative",4958,0.832997311827957
"2975",2020,3,10,8,"neutral",575,0.0966061827956989
"2976",2020,3,10,8,"positive",419,0.0703965053763441
"2977",2020,3,10,9,"negative",7235,0.836222838650023
"2978",2020,3,10,9,"neutral",812,0.0938511326860841
"2979",2020,3,10,9,"positive",605,0.0699260286638927
"2980",2020,3,10,10,"negative",8164,0.828916641283379
"2981",2020,3,10,10,"neutral",984,0.0999086201644837
"2982",2020,3,10,10,"positive",701,0.0711747385521373
"2983",2020,3,10,11,"negative",6993,0.838388682412181
"2984",2020,3,10,11,"neutral",795,0.0953123126723414
"2985",2020,3,10,11,"positive",553,0.0662990049154778
"2986",2020,3,10,12,"negative",10423,0.850718250081619
"2987",2020,3,10,12,"neutral",1160,0.0946784198498204
"2988",2020,3,10,12,"positive",669,0.0546033300685602
"2989",2020,3,10,13,"negative",9761,0.847824198731868
"2990",2020,3,10,13,"neutral",1087,0.0944150091201251
"2991",2020,3,10,13,"positive",665,0.0577607921480066
"2992",2020,3,10,14,"negative",8564,0.848340762753839
"2993",2020,3,10,14,"neutral",981,0.0971768202080238
"2994",2020,3,10,14,"positive",550,0.0544824170381377
"2995",2020,3,10,15,"negative",9137,0.844923247641946
"2996",2020,3,10,15,"neutral",1062,0.0982060292213797
"2997",2020,3,10,15,"positive",615,0.0568707231366747
"2998",2020,3,10,16,"negative",6634,0.847903885480573
"2999",2020,3,10,16,"neutral",727,0.0929192229038855
"3000",2020,3,10,16,"positive",463,0.0591768916155419
"3001",2020,3,10,17,"negative",9260,0.853534888008111
"3002",2020,3,10,17,"neutral",1010,0.0930961378928934
"3003",2020,3,10,17,"positive",579,0.0533689740989953
"3004",2020,3,10,18,"negative",8067,0.84817579644622
"3005",2020,3,10,18,"neutral",899,0.0945221322679003
"3006",2020,3,10,18,"positive",545,0.0573020712858795
"3007",2020,3,10,19,"negative",7848,0.820491374803973
"3008",2020,3,10,19,"neutral",1121,0.117198118139049
"3009",2020,3,10,19,"positive",596,0.0623105070569786
"3010",2020,3,10,20,"negative",10275,0.83495855680156
"3011",2020,3,10,20,"neutral",1297,0.105395741914513
"3012",2020,3,10,20,"positive",734,0.0596457012839265
"3013",2020,3,10,21,"negative",7962,0.830499634922291
"3014",2020,3,10,21,"neutral",1049,0.109419004902472
"3015",2020,3,10,21,"positive",576,0.0600813601752373
"3016",2020,3,10,22,"negative",9790,0.842585420432051
"3017",2020,3,10,22,"neutral",1202,0.103451243652638
"3018",2020,3,10,22,"positive",627,0.0539633359153111
"3019",2020,3,10,23,"negative",6965,0.843833292948873
"3020",2020,3,10,23,"neutral",859,0.104070753574025
"3021",2020,3,10,23,"positive",430,0.052095953477102
"3022",2020,3,11,0,"negative",9491,0.85174549044243
"3023",2020,3,11,0,"neutral",1163,0.104370456789016
"3024",2020,3,11,0,"positive",489,0.0438840527685542
"3025",2020,3,11,1,"negative",7332,0.844214162348877
"3026",2020,3,11,1,"neutral",941,0.108347725964306
"3027",2020,3,11,1,"positive",412,0.0474381116868164
"3028",2020,3,11,2,"negative",6154,0.831060094530722
"3029",2020,3,11,2,"neutral",867,0.117083051991897
"3030",2020,3,11,2,"positive",384,0.0518568534773802
"3031",2020,3,11,3,"negative",5992,0.839803784162579
"3032",2020,3,11,3,"neutral",807,0.113104414856342
"3033",2020,3,11,3,"positive",336,0.0470918009810792
"3034",2020,3,11,4,"negative",3580,0.83781886262579
"3035",2020,3,11,4,"neutral",471,0.110227006786801
"3036",2020,3,11,4,"positive",222,0.0519541305874093
"3037",2020,3,11,5,"negative",4156,0.825914149443561
"3038",2020,3,11,5,"neutral",581,0.115461049284579
"3039",2020,3,11,5,"positive",295,0.0586248012718601
"3040",2020,3,11,6,"negative",4609,0.844758064516129
"3041",2020,3,11,6,"neutral",523,0.0958577712609971
"3042",2020,3,11,6,"positive",324,0.0593841642228739
"3043",2020,3,11,7,"negative",4862,0.843072654759841
"3044",2020,3,11,7,"neutral",497,0.0861799895959771
"3045",2020,3,11,7,"positive",408,0.0707473556441824
"3046",2020,3,11,8,"negative",6610,0.839578305601423
"3047",2020,3,11,8,"neutral",733,0.0931030102883272
"3048",2020,3,11,8,"positive",530,0.0673186841102502
"3049",2020,3,11,9,"negative",5656,0.834710743801653
"3050",2020,3,11,9,"neutral",601,0.0886953955135773
"3051",2020,3,11,9,"positive",519,0.0765938606847698
"3052",2020,3,11,10,"negative",7364,0.844108207244383
"3053",2020,3,11,10,"neutral",791,0.0906694176983035
"3054",2020,3,11,10,"positive",569,0.0652223750573132
"3055",2020,3,11,11,"negative",8350,0.812493918458694
"3056",2020,3,11,11,"neutral",1001,0.09740196555415
"3057",2020,3,11,11,"positive",926,0.0901041159871558
"3058",2020,3,11,12,"negative",6311,0.815164040299664
"3059",2020,3,11,12,"neutral",766,0.0989408421596487
"3060",2020,3,11,12,"positive",665,0.0858951175406872
"3061",2020,3,11,13,"negative",8778,0.811650485436893
"3062",2020,3,11,13,"neutral",1212,0.112066574202497
"3063",2020,3,11,13,"positive",825,0.0762829403606103
"3064",2020,3,11,14,"negative",7261,0.820915771622385
"3065",2020,3,11,14,"neutral",939,0.10616167326173
"3066",2020,3,11,14,"positive",645,0.0729225551158847
"3067",2020,3,11,15,"negative",8477,0.828965382358694
"3068",2020,3,11,15,"neutral",1023,0.100039115978877
"3069",2020,3,11,15,"positive",726,0.0709955016624291
"3070",2020,3,11,16,"negative",9424,0.821192052980132
"3071",2020,3,11,16,"neutral",1388,0.120948065528059
"3072",2020,3,11,16,"positive",664,0.057859881491809
"3073",2020,3,11,17,"negative",7369,0.851218666974702
"3074",2020,3,11,17,"neutral",815,0.0941434677139887
"3075",2020,3,11,17,"positive",473,0.0546378653113088
"3076",2020,3,11,18,"negative",9864,0.841566419247505
"3077",2020,3,11,18,"neutral",1138,0.0970906919204846
"3078",2020,3,11,18,"positive",719,0.0613428888320109
"3079",2020,3,11,19,"negative",7699,0.840226999890865
"3080",2020,3,11,19,"neutral",866,0.0945105314853214
"3081",2020,3,11,19,"positive",598,0.0652624686238132
"3082",2020,3,11,20,"negative",8376,0.830540406544373
"3083",2020,3,11,20,"neutral",1011,0.100247892910263
"3084",2020,3,11,20,"positive",698,0.0692117005453644
"3085",2020,3,11,21,"negative",6989,0.813431098696462
"3086",2020,3,11,21,"neutral",955,0.11114990689013
"3087",2020,3,11,21,"positive",648,0.0754189944134078
"3088",2020,3,11,22,"negative",7578,0.838552617018922
"3089",2020,3,11,22,"neutral",889,0.0983733539891557
"3090",2020,3,11,22,"positive",570,0.0630740289919221
"3091",2020,3,11,23,"negative",8143,0.838274655136916
"3092",2020,3,11,23,"neutral",962,0.0990323244801318
"3093",2020,3,11,23,"positive",609,0.0626930203829524
"3094",2020,3,12,0,"negative",6262,0.818455103907986
"3095",2020,3,12,0,"neutral",773,0.10103254476539
"3096",2020,3,12,0,"positive",616,0.080512351326624
"3097",2020,3,12,1,"negative",6970,0.810559367368299
"3098",2020,3,12,1,"neutral",970,0.112803814397023
"3099",2020,3,12,1,"positive",659,0.0766368182346785
"3100",2020,3,12,2,"negative",4464,0.818782098312546
"3101",2020,3,12,2,"neutral",618,0.113352898019076
"3102",2020,3,12,2,"positive",370,0.0678650036683786
